X,Y,Direction,Type,Passable
37,35,South,Open,O
37,35,West,Open,O
37,35,East,OneWay,X
37,36,North,Open,O
37,36,East,Open,O
37,36,South,Open,O
37,36,West,Wall,X
37,37,North,Open,O
37,37,East,Open,O
37,37,South,Wall,X
37,37,West,Wall,X
37,39,North,Wall,X
37,39,East,Open,O
37,39,South,Wall,X
37,39,West,Wall,X
37,41,North,Wall,X
37,41,East,Open,O
37,41,South,Wall,X
37,41,West,Open,O
38,16,North,Wall,X
38,16,East,Open,O
38,16,South,Open,O
38,16,West,Open,O
38,17,North,Open,O
38,17,East,Open,O
38,17,South,Wall,X
38,17,West,Wall,X
38,19,North,Wall,X
38,19,East,Open,O
38,19,South,Open,O
38,19,West,Open,O
38,20,North,Open,O
38,20,East,Open,O
38,20,South,Wall,X
38,20,West,Open,O
38,23,North,Wall,X
38,23,East,Wall,X
38,23,South,Open,O
38,23,West,Open,O
38,24,North,Open,O
38,24,East,Open,O
38,24,South,Open,O
38,24,West,Open,O
38,25,North,Open,O
38,25,East,Open,O
38,25,South,Open,O
38,25,West,Open,O
38,26,North,Open,O
38,26,East,Open,O
38,26,South,Open,O
38,26,West,Open,O
38,27,North,Open,O
38,27,East,Open,O
38,27,South,Wall,X
38,27,West,Open,O
38,29,North,Wall,X
38,29,East,Open,O
38,29,South,Open,O
38,29,West,Open,O
38,30,North,Open,O
38,30,East,Wall,X
38,30,South,Open,O
38,30,West,Wall,X
38,31,North,Open,O
38,31,East,Wall,X
38,31,South,Open,O
38,31,West,Wall,X
38,32,North,Open,O
38,32,East,Wall,X
38,32,South,Open,O
38,32,West,Wall,X
38,33,North,Open,O
38,33,East,Open,O
38,33,South,Open,O
38,33,West,Wall,X
38,34,North,Open,O
38,34,East,Wall,X
38,34,South,Open,O
38,34,West,Open,O
38,35,North,Wall,X
38,35,East,OneWay,X
38,35,South,OneWay,X
38,35,West,OneWay,O
38,36,North,OneWay,O
38,36,South,OneWay,X
38,37,North,OneWay,X
38,36,East,Wall,X
38,36,West,Wall,X
38,37,East,OneWay,O
38,37,South,Wall,X
38,37,West,Wall,X
38,39,North,Wall,X
38,39,East,Door,O
38,39,South,Open,O
38,39,West,Open,O
38,40,North,Open,O
38,40,East,Open,O
38,40,South,Open,O
38,40,West,Wall,X
38,41,North,Open,O
38,41,East,Open,O
38,41,South,Wall,X
38,41,West,Open,O
39,16,North,Wall,X
39,16,East,Open,O
39,16,South,Open,O
39,16,West,Open,O
39,17,North,Open,O
39,17,East,Open,O
39,17,South,Wall,X
39,17,West,Open,O
39,19,North,Wall,X
39,19,East,Wall,X
39,19,South,Open,O
39,19,West,Open,O
39,20,North,Open,O
39,20,East,Wall,X
39,20,South,Wall,X
39,20,West,Open,O
39,22,North,Wall,X
39,22,East,Open,O
39,22,South,Wall,X
39,22,West,Wall,X
39,24,North,Wall,X
39,24,East,Wall,X
39,24,South,Open,O
39,24,West,Open,O
39,25,North,Open,O
39,25,East,Open,O
39,25,South,Open,O
39,25,West,Open,O
39,26,North,Open,O
39,26,East,Open,O
39,26,South,OneWay,X
39,26,West,Open,O
39,27,North,OneWay,O
39,27,East,Open,O
39,27,South,Wall,X
39,27,West,Open,O
39,29,North,Wall,X
39,29,East,Open,O
39,29,South,Wall,X
39,29,West,Open,O
39,33,North,Wall,X
39,33,East,Open,O
39,33,South,Wall,X
39,33,West,Open,O
39,35,North,OneWay,O
39,35,East,OneWay,X
39,35,South,OneWay,X
39,35,West,OneWay,O
39,36,East,Wall,X
39,36,South,Open,O
39,36,West,Open,O
39,36,North,OneWay,O
39,37,East,OneWay,O
39,37,North,OneWay,O
39,37,South,Wall,X
39,37,West,OneWay,X
39,39,North,Wall,X
39,39,East,Door,O
39,39,South,Open,O
39,39,West,Door,O
39,40,North,Open,O
39,40,East,Open,O
39,40,South,Open,O
39,40,West,Open,O
39,41,North,Open,O
39,41,East,Open,O
39,41,South,Wall,X
39,41,West,Open,O
40,16,North,Wall,X
40,16,East,Open,O
40,16,South,Open,O
40,16,West,Open,O
40,17,North,Open,O
40,17,East,Open,O
40,17,South,Open,O
40,17,West,Open,O
40,18,North,Open,O
40,18,East,Open,O
40,18,South,Wall,X
40,18,West,Wall,X
40,21,North,Wall,X
40,21,East,Open,O
40,21,South,Open,O
40,21,West,Wall,X
40,22,North,Open,O
40,22,East,Open,O
40,22,South,Open,O
40,22,West,Open,O
40,23,North,Open,O
40,23,East,Open,O
40,23,South,Wall,X
40,23,West,Wall,X
40,25,North,Wall,X
40,25,East,Open,O
40,25,South,Open,O
40,25,West,Open,O
40,26,North,Open,O
40,26,East,Open,O
40,26,South,Open,O
40,26,West,Open,O
40,27,North,Open,O
40,27,East,Open,O
40,27,South,Wall,X
40,27,West,Open,O
40,29,North,Wall,X
40,29,East,Open,O
40,29,South,Open,O
40,29,West,Open,O
40,30,North,Open,O
40,30,East,Wall,X
40,30,South,Wall,X
40,30,West,Wall,X
40,32,North,Wall,X
40,32,East,Wall,X
40,32,South,Open,O
40,32,West,Wall,X
40,33,North,Open,O
40,33,East,Wall,X
40,33,South,Wall,X
40,33,West,Open,O
40,35,North,Wall,X
40,35,East,OneWay,X
40,35,South,OneWay,O
40,35,West,OneWay,O
40,36,North,OneWay,X
40,36,East,OneWay,O
40,36,South,Wall,X
40,36,West,Wall,X
40,37,East,OneWay,O
40,37,North,Wall,X
40,37,West,OneWay,X
40,37,South,Wall,X
40,39,North,Wall,X
40,39,East,Open,O
40,39,South,Open,O
40,39,West,Door,O
40,40,North,Open,O
40,40,East,Open,O
40,40,South,Open,O
40,40,West,Open,O
40,41,North,Open,O
40,41,East,Open,O
40,41,South,Wall,X
40,41,West,Open,O
41,16,North,Wall,X
41,16,East,Open,O
41,16,South,Open,O
41,16,West,Open,O
41,17,North,Open,O
41,17,East,Open,O
41,17,South,Open,O
41,17,West,Open,O
41,18,North,Open,O
41,18,East,Open,O
41,18,South,Open,O
41,18,West,Open,O
41,19,North,Open,O
41,19,East,Open,O
41,19,South,Open,O
41,19,West,Wall,X
41,20,North,Open,O
41,20,East,Open,O
41,20,South,Open,O
41,20,West,Wall,X
41,21,North,Open,O
41,21,East,Open,O
41,21,South,Open,O
41,21,West,Open,O
41,22,North,Open,O
41,22,East,Open,O
41,22,South,Open,O
41,22,West,Open,O
41,23,North,Open,O
41,23,East,Open,O
41,23,South,Open,O
41,23,West,Open,O
41,24,North,Open,O
41,24,East,Open,O
41,24,South,Open,O
41,24,West,Wall,X
41,25,North,Open,O
41,25,East,Open,O
41,25,South,Open,O
41,25,West,Open,O
41,26,North,Open,O
41,26,East,Open,O
41,26,South,Open,O
41,26,West,Open,O
41,27,North,Open,O
41,27,East,Open,O
41,27,South,Wall,X
41,27,West,Open,O
41,29,North,Wall,X
41,29,East,Open,O
41,29,South,Wall,X
41,29,West,Open,O
41,35,East,Wall,X
41,35,South,OneWay,X
41,35,West,OneWay,O
41,36,North,OneWay,O
41,36,East,Wall,X
41,36,West,OneWay,X
41,35,North,Wall,X
41,36,South,OneWay,X
41,37,East,Wall,X
41,37,South,Wall,X
41,37,North,OneWay,O
41,37,West,OneWay,X
41,39,North,Wall,X
41,39,East,Wall,X
41,39,South,Open,O
41,39,West,Open,O
41,40,North,Open,O
41,40,East,Wall,X
41,40,South,Open,O
41,40,West,Open,O
41,41,North,Open,O
41,41,East,Open,O
41,41,South,Wall,X
41,41,West,Open,O
42,16,North,Wall,X
42,16,East,Wall,X
42,16,South,Door,O
42,16,West,Open,O
42,17,North,Door,O
42,17,East,Wall,X
42,17,South,Open,O
42,17,West,Open,O
42,18,North,Open,O
42,18,East,Wall,X
42,18,South,Open,O
42,18,West,Open,O
42,19,North,Open,O
42,19,East,Wall,X
42,19,South,Open,O
42,19,West,Open,O
42,20,North,Open,O
42,20,East,Wall,X
42,20,South,Open,O
42,20,West,Open,O
42,21,North,Open,O
42,21,East,Wall,X
42,21,South,Open,O
42,21,West,Open,O
42,22,North,Open,O
42,22,East,Wall,X
42,22,South,Open,O
42,22,West,Open,O
42,23,North,Open,O
42,23,East,Wall,X
42,23,South,Open,O
42,23,West,Open,O
42,24,North,Open,O
42,24,East,Wall,X
42,24,South,Open,O
42,24,West,Open,O
42,25,North,Open,O
42,25,East,Wall,X
42,25,South,Open,O
42,25,West,Open,O
42,26,North,Open,O
42,26,East,Wall,X
42,26,South,OneWay,O
42,26,West,Open,O
42,27,North,OneWay,X
42,27,East,Door,O
42,27,South,Wall,X
42,27,West,Open,O
42,29,North,Wall,X
42,29,East,Open,O
42,29,South,Open,O
42,29,West,Open,O
42,30,North,Open,O
42,30,East,Open,O
42,30,South,Open,O
42,30,West,Wall,X
42,31,North,Open,O
42,31,East,Open,O
42,31,South,Open,O
42,31,West,Wall,X
42,32,North,Open,O
42,32,East,Wall,X
42,32,South,Open,O
42,32,West,Wall,X
42,33,North,Open,O
42,33,East,Open,O
42,33,South,Open,O
42,33,West,Wall,X
42,34,North,Open,O
42,34,East,Open,O
42,34,South,Open,O
42,34,West,Wall,X
42,35,North,Open,O
42,35,East,Open,O
42,35,South,Wall,X
42,35,West,Door,O
42,41,North,Wall,X
42,41,East,Open,O
42,41,South,Wall,X
42,41,West,Open,O
43,27,North,Wall,X
43,27,East,Wall,X
43,27,South,Open,O
43,27,West,Door,O
43,28,North,Open,O
43,28,East,Wall,X
43,28,South,Open,O
43,28,West,Wall,X
43,29,North,Open,O
43,29,East,Wall,X
43,29,South,Open,O
43,29,West,Open,O
43,30,North,Open,O
43,30,East,Wall,X
43,30,South,Open,O
43,30,West,Open,O
43,31,North,Open,O
43,31,East,Wall,X
43,31,South,Wall,X
43,31,West,Open,O
43,33,North,Wall,X
43,33,East,Wall,X
43,33,South,Open,O
43,33,West,Open,O
43,34,North,Open,O
43,34,East,Wall,X
43,34,South,Open,O
43,34,West,Open,O
43,35,North,Open,O
43,35,East,Wall,X
43,35,South,Open,O
43,35,West,Open,O
43,36,North,Open,O
43,36,East,Wall,X
43,36,South,Open,O
43,36,West,Wall,X
43,37,North,Open,O
43,37,East,Wall,X
43,37,South,Open,O
43,37,West,Wall,X
43,38,North,Open,O
43,38,East,Wall,X
43,38,South,Open,O
43,38,West,Wall,X
43,39,North,Open,O
43,39,East,Wall,X
43,39,South,Open,O
43,39,West,Wall,X
43,40,North,Open,O
43,40,East,Wall,X
43,40,South,Open,O
43,40,West,Wall,X
43,41,North,Open,O
43,41,East,Wall,X
43,41,South,Wall,X
43,41,West,Open,O
,,,,
주의,빨간 잠긴 문 2개와 파란 기믹 문 1개는 요청대로 Door로 분류하지 않고 Open 상태로 두었습니다. 해당 Edge의 Type/Passable을 직접 수정하면 됩니다.,,,
